Bandit,Reward,Algorithm
0,1.4184281076585477,Epsilon-Greedy
0,1.5142507961691474,Epsilon-Greedy
0,2.161561708308223,Epsilon-Greedy
0,2.0272299522649466,Epsilon-Greedy
0,1.547008112378118,Epsilon-Greedy
0,0.27602894774106446,Epsilon-Greedy
0,0.8607206638088346,Epsilon-Greedy
0,2.2106362474003003,Epsilon-Greedy
0,-0.1215245269642502,Epsilon-Greedy
0,2.0447387996344863,Epsilon-Greedy
0,0.2682455873332993,Epsilon-Greedy
0,1.585556358593235,Epsilon-Greedy
0,0.9216403660316592,Epsilon-Greedy
0,1.0474409015201789,Epsilon-Greedy
0,1.7073073127637035,Epsilon-Greedy
0,-0.8073977796649772,Epsilon-Greedy
2,2.732793117489415,Epsilon-Greedy
2,2.291421714360193,Epsilon-Greedy
2,1.9676233199620365,Epsilon-Greedy
2,0.983205772691861,Epsilon-Greedy
2,3.3565740654432643,Epsilon-Greedy
2,2.7468984073860763,Epsilon-Greedy
2,2.212909878984691,Epsilon-Greedy
2,2.939289792489103,Epsilon-Greedy
2,3.951190686623197,Epsilon-Greedy
2,3.493518747953294,Epsilon-Greedy
2,2.515493533158059,Epsilon-Greedy
2,1.601570210910391,Epsilon-Greedy
2,2.1489309043716456,Epsilon-Greedy
2,0.7868812817703859,Epsilon-Greedy
2,2.5936860580070853,Epsilon-Greedy
2,2.702080459185127,Epsilon-Greedy
2,2.1262994644062596,Epsilon-Greedy
2,1.8207291569408182,Epsilon-Greedy
2,4.454903023522013,Epsilon-Greedy
2,2.8317388661930196,Epsilon-Greedy
2,4.675129897380898,Epsilon-Greedy
2,1.0369370988538669,Epsilon-Greedy
2,2.2235412024212327,Epsilon-Greedy
2,1.8350559756064326,Epsilon-Greedy
2,2.867231450993193,Epsilon-Greedy
2,4.452025257465634,Epsilon-Greedy
2,0.891567698656131,Epsilon-Greedy
2,4.382235996062398,Epsilon-Greedy
2,2.6643889941503214,Epsilon-Greedy
2,3.86655274372444,Epsilon-Greedy
2,2.989620262058236,Epsilon-Greedy
2,2.1427455621838627,Epsilon-Greedy
2,2.6300398714943176,Epsilon-Greedy
2,4.247008245405553,Epsilon-Greedy
2,3.585644553029381,Epsilon-Greedy
2,3.961718235911629,Epsilon-Greedy
2,2.613604568539618,Epsilon-Greedy
2,2.472186908235295,Epsilon-Greedy
2,2.95489229487337,Epsilon-Greedy
2,3.4678809377792112,Epsilon-Greedy
2,1.4140417945636785,Epsilon-Greedy
2,3.6480763528285483,Epsilon-Greedy
2,3.239865708146577,Epsilon-Greedy
2,5.070158885064372,Epsilon-Greedy
2,5.292725919958326,Epsilon-Greedy
2,3.5270529492384233,Epsilon-Greedy
2,3.0528183888027725,Epsilon-Greedy
2,3.244373147949579,Epsilon-Greedy
2,2.0485494095607404,Epsilon-Greedy
2,2.604059453242284,Epsilon-Greedy
2,2.6119321837861125,Epsilon-Greedy
2,4.208499029656727,Epsilon-Greedy
2,1.6456320207447808,Epsilon-Greedy
2,3.077607218604741,Epsilon-Greedy
2,2.967049171731201,Epsilon-Greedy
2,2.2360220770306425,Epsilon-Greedy
2,1.967040939088321,Epsilon-Greedy
2,2.510694183758966,Epsilon-Greedy
2,0.6669349738126344,Epsilon-Greedy
2,2.526337848795042,Epsilon-Greedy
2,2.4869085345633715,Epsilon-Greedy
2,2.6332374816336523,Epsilon-Greedy
2,2.216521813929015,Epsilon-Greedy
2,2.2428274579127505,Epsilon-Greedy
2,3.417127287480521,Epsilon-Greedy
2,2.593641086664919,Epsilon-Greedy
2,4.035430421890041,Epsilon-Greedy
2,3.5573883047106736,Epsilon-Greedy
2,2.9850865508782882,Epsilon-Greedy
2,2.8952643196722065,Epsilon-Greedy
2,3.0113185724193308,Epsilon-Greedy
2,3.2985840100022985,Epsilon-Greedy
2,3.76467551434638,Epsilon-Greedy
2,2.9021405559002127,Epsilon-Greedy
2,2.6060724108511697,Epsilon-Greedy
2,1.8423752113629903,Epsilon-Greedy
2,3.771259988887233,Epsilon-Greedy
2,3.6885017631274173,Epsilon-Greedy
2,3.2929690448634665,Epsilon-Greedy
2,3.6484059470295467,Epsilon-Greedy
2,2.8132961724372856,Epsilon-Greedy
2,2.8627183845311315,Epsilon-Greedy
2,1.965584307599602,Epsilon-Greedy
2,3.399395812514493,Epsilon-Greedy
2,2.4891128723645135,Epsilon-Greedy
2,1.56870456216066,Epsilon-Greedy
2,3.6498189467362128,Epsilon-Greedy
2,3.109627874138886,Epsilon-Greedy
2,1.66241017261939,Epsilon-Greedy
2,3.7275510182369973,Epsilon-Greedy
2,2.345420008327491,Epsilon-Greedy
2,2.5743650017525206,Epsilon-Greedy
2,2.6395062698510605,Epsilon-Greedy
2,3.187425033655419,Epsilon-Greedy
2,1.4448610553754706,Epsilon-Greedy
2,3.3207792800077063,Epsilon-Greedy
2,0.8851909387238979,Epsilon-Greedy
2,3.2241448863202464,Epsilon-Greedy
2,2.612684217586625,Epsilon-Greedy
2,2.3325183582422877,Epsilon-Greedy
2,2.888111488195029,Epsilon-Greedy
2,2.023055355115905,Epsilon-Greedy
2,3.0842036105208197,Epsilon-Greedy
2,4.496725596872362,Epsilon-Greedy
2,2.2874510060581965,Epsilon-Greedy
2,2.113324557685049,Epsilon-Greedy
2,3.9228795044699156,Epsilon-Greedy
2,5.18053089038614,Epsilon-Greedy
2,3.529453563245764,Epsilon-Greedy
2,0.7915393001513213,Epsilon-Greedy
2,2.672912054064455,Epsilon-Greedy
2,2.745518280059806,Epsilon-Greedy
2,1.6708086358304426,Epsilon-Greedy
2,4.379089719040569,Epsilon-Greedy
2,2.7176621792759548,Epsilon-Greedy
2,1.7235232093434527,Epsilon-Greedy
2,3.5156527197873895,Epsilon-Greedy
2,1.6944883366108794,Epsilon-Greedy
2,2.656138401856873,Epsilon-Greedy
2,5.016887799572155,Epsilon-Greedy
2,3.456775384820936,Epsilon-Greedy
2,3.0525836091541443,Epsilon-Greedy
2,3.4162727287885404,Epsilon-Greedy
2,3.9440789910199965,Epsilon-Greedy
2,1.55812193748214,Epsilon-Greedy
2,2.825291759748576,Epsilon-Greedy
2,3.238482025298752,Epsilon-Greedy
2,3.00290353799119,Epsilon-Greedy
2,1.0681427706820834,Epsilon-Greedy
2,2.3604784562773453,Epsilon-Greedy
2,4.749409158667531,Epsilon-Greedy
2,2.184756576111834,Epsilon-Greedy
2,2.2375253652775355,Epsilon-Greedy
2,2.7354411231895135,Epsilon-Greedy
2,3.5433185368830227,Epsilon-Greedy
2,3.788767112703428,Epsilon-Greedy
2,4.178838057030203,Epsilon-Greedy
2,4.704808778828732,Epsilon-Greedy
2,3.0525670767669957,Epsilon-Greedy
2,3.3718653996780166,Epsilon-Greedy
2,5.347707225510872,Epsilon-Greedy
2,2.6510847772090917,Epsilon-Greedy
2,2.5460025728441167,Epsilon-Greedy
2,3.4859140587124307,Epsilon-Greedy
2,2.291221577090986,Epsilon-Greedy
2,2.8611748186284793,Epsilon-Greedy
2,2.355350644239762,Epsilon-Greedy
2,3.4394301848623865,Epsilon-Greedy
2,2.38788137967246,Epsilon-Greedy
2,3.662346650317891,Epsilon-Greedy
2,3.228585269516217,Epsilon-Greedy
2,2.1314799985382327,Epsilon-Greedy
2,2.3449843744216197,Epsilon-Greedy
2,1.8637635537198642,Epsilon-Greedy
2,3.7405880925001282,Epsilon-Greedy
2,5.145777580529933,Epsilon-Greedy
2,4.040519133594117,Epsilon-Greedy
2,2.8746345401348785,Epsilon-Greedy
